step,train_loss,val_loss,perplexity,val_perplexity,tokens_per_sec,step_time_ms,train_time_ms,total_tokens,elapsed_time,train_time_total,lr,grad_norm,mode,model_size,batch_size,grad_accum,effective_batch,num_params
84,6.8154,,911.75,,452274,4347.1,4347.1,165150720,379.6,379.6,2.99e-04,0.4384,fp8_tensorwise,125M,96,20,1920,143248128
85,6.7602,,862.78,,451741,4352.2,4352.2,167116800,383.9,383.9,2.99e-04,0.4871,fp8_tensorwise,125M,96,20,1920,143248128
86,6.7774,,877.74,,450876,4360.6,4360.6,169082880,388.3,388.3,2.99e-04,0.4128,fp8_tensorwise,125M,96,20,1920,143248128
87,6.8585,,951.94,,450890,4360.4,4360.4,171048960,392.7,392.6,2.99e-04,0.5609,fp8_tensorwise,125M,96,20,1920,143248128
88,6.7773,,877.69,,450303,4366.1,4366.1,173015040,397.0,397.0,2.99e-04,0.6233,fp8_tensorwise,125M,96,20,1920,143248128
89,6.7907,,889.56,,450718,4362.1,4362.1,174981120,401.4,401.4,2.99e-04,0.8866,fp8_tensorwise,125M,96,20,1920,143248128
90,6.8466,,940.70,,451052,4358.9,4358.9,176947200,405.7,405.7,2.99e-04,1.1419,fp8_tensorwise,125M,96,20,1920,143248128
91,6.8059,,903.17,,450586,4363.4,4363.4,178913280,410.1,410.1,2.99e-04,0.9773,fp8_tensorwise,125M,96,20,1920,143248128
92,6.7052,,816.68,,450390,4365.3,4365.3,180879360,414.5,414.5,2.99e-04,0.6871,fp8_tensorwise,125M,96,20,1920,143248128
93,6.7183,,827.41,,450461,4364.6,4364.6,182845440,418.8,418.8,2.99e-04,0.3808,fp8_tensorwise,125M,96,20,1920,143248128
94,6.6427,,767.20,,450814,4361.2,4361.2,184811520,423.2,423.2,2.99e-04,0.4041,fp8_tensorwise,125M,96,20,1920,143248128
95,6.7091,,819.80,,450202,4367.1,4367.1,186777600,427.6,427.6,2.99e-04,0.4728,fp8_tensorwise,125M,96,20,1920,143248128
96,6.7219,,830.41,,450530,4363.9,4363.9,188743680,431.9,431.9,2.99e-04,1.6617,fp8_tensorwise,125M,96,20,1920,143248128
97,6.7178,,826.97,,449982,4369.2,4369.2,190709760,436.3,436.3,2.98e-04,1.1462,fp8_tensorwise,125M,96,20,1920,143248128
98,6.6779,,794.61,,449856,4370.5,4370.5,192675840,440.7,440.7,2.98e-04,0.8505,fp8_tensorwise,125M,96,20,1920,143248128
99,6.6787,,795.25,,450692,4362.4,4362.4,194641920,445.0,445.0,2.98e-04,0.8884,fp8_tensorwise,125M,96,20,1920,143248128
100,6.6035,,737.70,,450648,4362.8,4362.8,196608000,449.4,449.4,2.98e-04,0.6720,fp8_tensorwise,125M,96,20,1920,143248128
101,6.5744,,716.52,,450821,4361.1,4361.1,198574080,453.8,453.7,2.98e-04,0.3944,fp8_tensorwise,125M,96,20,1920,143248128
102,6.6930,,806.77,,424220,4634.6,4634.6,200540160,458.4,458.4,2.98e-04,0.4604,fp8_tensorwise,125M,96,20,1920,143248128
103,6.5957,,731.95,,450925,4360.1,4360.1,202506240,462.7,462.7,2.98e-04,1.2467,fp8_tensorwise,125M,96,20,1920,143248128
104,6.5833,,722.93,,450188,4367.2,4367.2,204472320,467.1,467.1,2.98e-04,2.6897,fp8_tensorwise,125M,96,20,1920,143248128
105,6.5920,,729.24,,450580,4363.4,4363.4,206438400,471.5,471.5,2.98e-04,0.9026,fp8_tensorwise,125M,96,20,1920,143248128
106,6.7049,,816.38,,449966,4369.4,4369.4,208404480,475.8,475.8,2.98e-04,2.7280,fp8_tensorwise,125M,96,20,1920,143248128
107,6.6630,,782.89,,450232,4366.8,4366.8,210370560,480.2,480.2,2.98e-04,2.2788,fp8_tensorwise,125M,96,20,1920,143248128
108,6.6317,,758.75,,450766,4361.6,4361.6,212336640,484.6,484.6,2.98e-04,1.6060,fp8_tensorwise,125M,96,20,1920,143248128
109,6.5765,,718.04,,449280,4376.1,4376.1,214302720,488.9,488.9,2.98e-04,1.4941,fp8_tensorwise,125M,96,20,1920,143248128
110,6.5623,,707.90,,449697,4372.0,4372.0,216268800,493.3,493.3,2.98e-04,0.8189,fp8_tensorwise,125M,96,20,1920,143248128
111,6.5013,,666.03,,449546,4373.5,4373.5,218234880,497.7,497.7,2.98e-04,1.2695,fp8_tensorwise,125M,96,20,1920,143248128
112,6.4338,,622.56,,450947,4359.9,4359.9,220200960,502.1,502.1,2.98e-04,0.7043,fp8_tensorwise,125M,96,20,1920,143248128
113,6.5002,,665.24,,449322,4375.7,4375.7,222167040,506.4,506.4,2.98e-04,0.8701,fp8_tensorwise,125M,96,20,1920,143248128
114,6.4575,,637.48,,450300,4366.2,4366.2,224133120,510.8,510.8,2.98e-04,0.7434,fp8_tensorwise,125M,96,20,1920,143248128
115,6.4829,,653.87,,450619,4363.1,4363.1,226099200,515.2,515.2,2.98e-04,1.3122,fp8_tensorwise,125M,96,20,1920,143248128
116,6.4924,,660.08,,450114,4368.0,4368.0,228065280,519.5,519.5,2.98e-04,1.5422,fp8_tensorwise,125M,96,20,1920,143248128
117,6.4555,,636.20,,449932,4369.7,4369.7,230031360,523.9,523.9,2.97e-04,0.9463,fp8_tensorwise,125M,96,20,1920,143248128
118,6.5612,,707.09,,450123,4367.9,4367.9,231997440,528.3,528.3,2.97e-04,0.7097,fp8_tensorwise,125M,96,20,1920,143248128
119,6.4371,,624.59,,450074,4368.4,4368.4,233963520,532.6,532.6,2.97e-04,0.9622,fp8_tensorwise,125M,96,20,1920,143248128
120,6.4157,,611.37,,450200,4367.1,4367.1,235929600,537.0,537.0,2.97e-04,1.5994,fp8_tensorwise,125M,96,20,1920,143248128
121,6.3751,,587.06,,450152,4367.6,4367.6,237895680,541.4,541.4,2.97e-04,0.5023,fp8_tensorwise,125M,96,20,1920,143248128
122,6.4871,,656.60,,450685,4362.4,4362.4,239861760,545.7,545.7,2.97e-04,1.7420,fp8_tensorwise,125M,96,20,1920,143248128
123,6.3593,,577.83,,450600,4363.3,4363.3,241827840,550.1,550.1,2.97e-04,0.9214,fp8_tensorwise,125M,96,20,1920,143248128
124,6.4479,,631.36,,450473,4364.5,4364.5,243793920,554.5,554.5,2.97e-04,0.8880,fp8_tensorwise,125M,96,20,1920,143248128
125,6.4713,,646.29,,450761,4361.7,4361.7,245760000,558.8,558.8,2.97e-04,1.3607,fp8_tensorwise,125M,96,20,1920,143248128
126,6.3806,,590.29,,451522,4354.3,4354.3,247726080,563.2,563.2,2.97e-04,0.9999,fp8_tensorwise,125M,96,20,1920,143248128
127,6.4251,,617.16,,450771,4361.6,4361.6,249692160,567.5,567.5,2.97e-04,0.5648,fp8_tensorwise,125M,96,20,1920,143248128
128,6.4015,,602.74,,450892,4360.4,4360.4,251658240,571.9,571.9,2.97e-04,0.6649,fp8_tensorwise,125M,96,20,1920,143248128
129,6.4186,,613.12,,450570,4363.5,4363.5,253624320,576.3,576.3,2.97e-04,1.0956,fp8_tensorwise,125M,96,20,1920,143248128
130,6.3536,,574.55,,450838,4360.9,4360.9,255590400,580.6,580.6,2.97e-04,1.0792,fp8_tensorwise,125M,96,20,1920,143248128
131,6.3593,,577.84,,449573,4373.2,4373.2,257556480,585.0,585.0,2.97e-04,1.0984,fp8_tensorwise,125M,96,20,1920,143248128
132,6.4281,,619.00,,448852,4380.2,4380.2,259522560,589.4,589.4,2.97e-04,1.1461,fp8_tensorwise,125M,96,20,1920,143248128
133,6.3585,,577.40,,449405,4374.9,4374.9,261488640,593.8,593.7,2.96e-04,1.5641,fp8_tensorwise,125M,96,20,1920,143248128
134,6.3496,,572.24,,450298,4366.2,4366.2,263454720,598.1,598.1,2.96e-04,0.3476,fp8_tensorwise,125M,96,20,1920,143248128
135,6.3732,,585.91,,449996,4369.1,4369.1,265420800,602.5,602.5,2.96e-04,1.2993,fp8_tensorwise,125M,96,20,1920,143248128
136,6.3536,,574.58,,450394,4365.2,4365.2,267386880,606.9,606.8,2.96e-04,0.8990,fp8_tensorwise,125M,96,20,1920,143248128
137,6.3130,,551.69,,449771,4371.3,4371.3,269352960,611.2,611.2,2.96e-04,1.1447,fp8_tensorwise,125M,96,20,1920,143248128
138,6.2132,,499.31,,447898,4389.6,4389.6,271319040,615.6,615.6,2.96e-04,1.7607,fp8_tensorwise,125M,96,20,1920,143248128
139,6.2604,,523.41,,448903,4379.7,4379.7,273285120,620.0,620.0,2.96e-04,0.3698,fp8_tensorwise,125M,96,20,1920,143248128
140,6.2075,,496.46,,449420,4374.7,4374.7,275251200,624.4,624.4,2.96e-04,1.1515,fp8_tensorwise,125M,96,20,1920,143248128
141,6.2931,,540.80,,449191,4376.9,4376.9,277217280,628.7,628.7,2.96e-04,1.9134,fp8_tensorwise,125M,96,20,1920,143248128
142,6.2878,,537.96,,449782,4371.2,4371.2,279183360,633.1,633.1,2.96e-04,0.8023,fp8_tensorwise,125M,96,20,1920,143248128
143,6.3330,,562.85,,449789,4371.1,4371.1,281149440,637.5,637.5,2.96e-04,2.2720,fp8_tensorwise,125M,96,20,1920,143248128
144,6.2470,,516.45,,449960,4369.5,4369.5,283115520,641.9,641.9,2.96e-04,1.4085,fp8_tensorwise,125M,96,20,1920,143248128
145,6.2436,,514.70,,448306,4385.6,4385.6,285081600,646.2,646.2,2.96e-04,2.1335,fp8_tensorwise,125M,96,20,1920,143248128
146,6.2744,,530.81,,448957,4379.2,4379.2,287047680,650.6,650.6,2.96e-04,1.7932,fp8_tensorwise,125M,96,20,1920,143248128
147,6.2085,,496.96,,449192,4376.9,4376.9,289013760,655.0,655.0,2.95e-04,1.3997,fp8_tensorwise,125M,96,20,1920,143248128
148,6.3161,,553.39,,449310,4375.8,4375.8,290979840,659.4,659.4,2.95e-04,1.3675,fp8_tensorwise,125M,96,20,1920,143248128
149,6.2743,,530.74,,448986,4378.9,4378.9,292945920,663.8,663.7,2.95e-04,1.5127,fp8_tensorwise,125M,96,20,1920,143248128
150,6.2141,,499.76,,449000,4378.8,4378.8,294912000,668.1,668.1,2.95e-04,0.8769,fp8_tensorwise,125M,96,20,1920,143248128
151,6.1816,,483.78,,448858,4380.2,4380.2,296878080,672.5,672.5,2.95e-04,0.9471,fp8_tensorwise,125M,96,20,1920,143248128
152,6.2063,,495.87,,448287,4385.8,4385.8,298844160,676.9,676.9,2.95e-04,1.2122,fp8_tensorwise,125M,96,20,1920,143248128
153,6.1858,,485.81,,425482,4620.8,4620.8,300810240,681.5,681.5,2.95e-04,1.4343,fp8_tensorwise,125M,96,20,1920,143248128
154,6.2626,,524.58,,448294,4385.7,4385.7,302776320,685.9,685.9,2.95e-04,1.1735,fp8_tensorwise,125M,96,20,1920,143248128
155,6.1619,,474.33,,447309,4395.4,4395.4,304742400,690.3,690.3,2.95e-04,0.4198,fp8_tensorwise,125M,96,20,1920,143248128
156,6.2200,,502.72,,447540,4393.1,4393.1,306708480,694.7,694.7,2.95e-04,0.8619,fp8_tensorwise,125M,96,20,1920,143248128
157,6.2416,,513.68,,447718,4391.3,4391.3,308674560,699.1,699.1,2.95e-04,1.9148,fp8_tensorwise,125M,96,20,1920,143248128
158,6.2200,,502.72,,449046,4378.4,4378.4,310640640,703.5,703.5,2.95e-04,0.7192,fp8_tensorwise,125M,96,20,1920,143248128
159,6.1765,,481.31,,448537,4383.3,4383.3,312606720,707.8,707.8,2.95e-04,0.9224,fp8_tensorwise,125M,96,20,1920,143248128
160,6.2529,,519.50,,448186,4386.7,4386.7,314572800,712.2,712.2,2.94e-04,2.2155,fp8_tensorwise,125M,96,20,1920,143248128
161,6.2373,,511.48,,448996,4378.8,4378.8,316538880,716.6,716.6,2.94e-04,1.3377,fp8_tensorwise,125M,96,20,1920,143248128
162,6.2101,,497.77,,448006,4388.5,4388.5,318504960,721.0,721.0,2.94e-04,3.0078,fp8_tensorwise,125M,96,20,1920,143248128
163,6.0837,,438.63,,448289,4385.7,4385.7,320471040,725.4,725.4,2.94e-04,2.0451,fp8_tensorwise,125M,96,20,1920,143248128
164,6.2304,,507.95,,449675,4372.2,4372.2,322437120,729.8,729.8,2.94e-04,1.8906,fp8_tensorwise,125M,96,20,1920,143248128
165,6.1622,,474.45,,448229,4386.3,4386.3,324403200,734.1,734.1,2.94e-04,1.2614,fp8_tensorwise,125M,96,20,1920,143248128
166,6.1018,,446.68,,447992,4388.7,4388.7,326369280,738.5,738.5,2.94e-04,0.7891,fp8_tensorwise,125M,96,20,1920,143248128
167,6.1559,,471.49,,448298,4385.7,4385.7,328335360,742.9,742.9,2.94e-04,1.9533,fp8_tensorwise,125M,96,20,1920,143248128
168,6.1059,,448.48,,449069,4378.1,4378.1,330301440,747.3,747.3,2.94e-04,1.1054,fp8_tensorwise,125M,96,20,1920,143248128
169,6.2592,,522.83,,447898,4389.6,4389.6,332267520,751.7,751.7,2.94e-04,2.1127,fp8_tensorwise,125M,96,20,1920,143248128
170,6.1353,,461.89,,448439,4384.3,4384.3,334233600,756.1,756.1,2.94e-04,1.5318,fp8_tensorwise,125M,96,20,1920,143248128
171,6.1022,,446.85,,449464,4374.3,4374.3,336199680,760.4,760.4,2.93e-04,1.5445,fp8_tensorwise,125M,96,20,1920,143248128
172,6.1377,,462.99,,448662,4382.1,4382.1,338165760,764.8,764.8,2.93e-04,1.1834,fp8_tensorwise,125M,96,20,1920,143248128
173,6.0719,,433.51,,449577,4373.2,4373.2,340131840,769.2,769.2,2.93e-04,0.9495,fp8_tensorwise,125M,96,20,1920,143248128
174,6.1132,,451.78,,449055,4378.3,4378.3,342097920,773.6,773.6,2.93e-04,1.4000,fp8_tensorwise,125M,96,20,1920,143248128
175,6.0981,,445.00,,449881,4370.2,4370.2,344064000,777.9,777.9,2.93e-04,0.9304,fp8_tensorwise,125M,96,20,1920,143248128
176,6.1068,,448.88,,450356,4365.6,4365.6,346030080,782.3,782.3,2.93e-04,1.2067,fp8_tensorwise,125M,96,20,1920,143248128
177,6.0603,,428.51,,450212,4367.0,4367.0,347996160,786.7,786.7,2.93e-04,1.2409,fp8_tensorwise,125M,96,20,1920,143248128
178,6.0380,,419.06,,449972,4369.3,4369.3,349962240,791.1,791.0,2.93e-04,0.6309,fp8_tensorwise,125M,96,20,1920,143248128
179,6.0618,,429.17,,448656,4382.2,4382.2,351928320,795.4,795.4,2.93e-04,0.5856,fp8_tensorwise,125M,96,20,1920,143248128
180,6.0303,,415.85,,449323,4375.7,4375.7,353894400,799.8,799.8,2.93e-04,0.6638,fp8_tensorwise,125M,96,20,1920,143248128
181,6.0871,,440.12,,448970,4379.1,4379.1,355860480,804.2,804.2,2.93e-04,0.6744,fp8_tensorwise,125M,96,20,1920,143248128
182,5.9911,,399.87,,449734,4371.6,4371.6,357826560,808.6,808.6,2.92e-04,0.7334,fp8_tensorwise,125M,96,20,1920,143248128
183,5.9581,,386.88,,450601,4363.2,4363.2,359792640,812.9,812.9,2.92e-04,0.6869,fp8_tensorwise,125M,96,20,1920,143248128
184,6.0163,,410.05,,449906,4370.0,4370.0,361758720,817.3,817.3,2.92e-04,0.5720,fp8_tensorwise,125M,96,20,1920,143248128
185,6.0173,,410.47,,449937,4369.7,4369.7,363724800,821.7,821.7,2.92e-04,0.5313,fp8_tensorwise,125M,96,20,1920,143248128
