step,train_loss,val_loss,perplexity,val_perplexity,tokens_per_sec,step_time_ms,train_time_ms,total_tokens,elapsed_time,train_time_total,lr,grad_norm,mode,model_size,batch_size,num_params
70,7.0367,,1137.64,,4591,7138.0,7138.0,2293760,501.7,501.7,2.10e-04,1.8345,bf16,1.5B,32,1564837888
71,7.3726,,1591.76,,4605,7116.5,7116.5,2326528,508.9,508.8,2.13e-04,1.2008,bf16,1.5B,32,1564837888
72,7.0626,,1167.47,,4599,7124.3,7124.3,2359296,516.0,516.0,2.16e-04,2.0380,bf16,1.5B,32,1564837888
73,6.6975,,810.38,,4595,7131.7,7131.7,2392064,523.1,523.1,2.19e-04,1.2916,bf16,1.5B,32,1564837888
74,6.7576,,860.55,,4572,7167.7,7167.7,2424832,530.3,530.3,2.22e-04,1.8109,bf16,1.5B,32,1564837888
75,7.0452,,1147.34,,4580,7154.2,7154.2,2457600,537.4,537.4,2.25e-04,1.5276,bf16,1.5B,32,1564837888
76,6.8736,,966.43,,4580,7155.0,7155.0,2490368,544.6,544.6,2.28e-04,1.1992,bf16,1.5B,32,1564837888
77,7.0478,,1150.33,,4588,7141.6,7141.6,2523136,551.7,551.7,2.31e-04,1.3065,bf16,1.5B,32,1564837888
78,6.9824,,1077.47,,4586,7145.5,7145.5,2555904,558.9,558.9,2.34e-04,1.5576,bf16,1.5B,32,1564837888
79,6.7814,,881.27,,4585,7146.4,7146.4,2588672,566.0,566.0,2.37e-04,1.1918,bf16,1.5B,32,1564837888
80,6.8421,,936.44,,4592,7136.3,7136.3,2621440,573.2,573.1,2.40e-04,1.1597,bf16,1.5B,32,1564837888
81,6.6857,,800.88,,4589,7141.3,7141.3,2654208,580.3,580.3,2.43e-04,1.1053,bf16,1.5B,32,1564837888
82,6.8500,,943.86,,4567,7174.7,7174.7,2686976,587.5,587.5,2.46e-04,1.3235,bf16,1.5B,32,1564837888
83,6.8727,,965.60,,4588,7142.0,7142.0,2719744,594.6,594.6,2.49e-04,1.5646,bf16,1.5B,32,1564837888
84,6.6978,,810.64,,4586,7144.8,7144.8,2752512,601.8,601.7,2.52e-04,1.2537,bf16,1.5B,32,1564837888
85,6.7223,,830.71,,4573,7165.2,7165.2,2785280,608.9,608.9,2.55e-04,1.4433,bf16,1.5B,32,1564837888
86,6.9305,,1023.01,,4580,7154.9,7154.9,2818048,616.1,616.1,2.58e-04,1.2597,bf16,1.5B,32,1564837888
87,6.7237,,831.88,,4586,7146.0,7146.0,2850816,623.2,623.2,2.61e-04,1.2100,bf16,1.5B,32,1564837888
88,6.8378,,932.41,,4584,7148.4,7148.4,2883584,630.4,630.4,2.64e-04,1.3762,bf16,1.5B,32,1564837888
89,6.7237,,831.92,,4584,7148.3,7148.3,2916352,637.5,637.5,2.67e-04,0.9129,bf16,1.5B,32,1564837888
90,6.6628,,782.78,,4557,7190.4,7190.4,2949120,644.7,644.7,2.70e-04,1.4628,bf16,1.5B,32,1564837888
91,6.7207,,829.39,,4592,7136.0,7136.0,2981888,651.9,651.8,2.73e-04,1.2355,bf16,1.5B,32,1564837888
92,6.8490,,942.93,,4575,7161.8,7161.8,3014656,659.0,659.0,2.76e-04,1.1116,bf16,1.5B,32,1564837888
93,6.9913,,1087.11,,4577,7159.2,7159.2,3047424,666.2,666.1,2.79e-04,1.2684,bf16,1.5B,32,1564837888
94,6.8764,,969.10,,4576,7160.8,7160.8,3080192,673.3,673.3,2.82e-04,1.3111,bf16,1.5B,32,1564837888
95,6.9934,,1089.41,,4580,7154.8,7154.8,3112960,680.5,680.5,2.85e-04,1.0797,bf16,1.5B,32,1564837888
96,7.2499,,1407.99,,4578,7157.7,7157.7,3145728,687.6,687.6,2.88e-04,1.6429,bf16,1.5B,32,1564837888
97,6.8688,,961.78,,4580,7155.0,7155.0,3178496,694.8,694.8,2.91e-04,1.8276,bf16,1.5B,32,1564837888
98,6.7973,,895.45,,4563,7181.3,7181.3,3211264,702.0,702.0,2.94e-04,1.1267,bf16,1.5B,32,1564837888
99,6.7678,,869.44,,4580,7155.2,7155.2,3244032,709.1,709.1,2.97e-04,1.3525,bf16,1.5B,32,1564837888
100,6.9256,,1018.02,,4598,7126.7,7126.7,3276800,716.3,716.2,3.00e-04,1.0787,bf16,1.5B,32,1564837888
