step,train_loss,val_loss,perplexity,val_perplexity,tokens_per_sec,step_time_ms,train_time_ms,total_tokens,elapsed_time,train_time_total,lr,grad_norm,mode,model_size,batch_size,grad_accum,effective_batch,num_params
761,4.1041,,60.59,,290917,6758.2,6758.2,1496186880,5175.3,5150.1,2.55e-04,0.5355,fp8_tensorwise,250M,80,24,1920,265450496
762,4.0821,,59.27,,290592,6765.8,6765.8,1498152960,5182.0,5156.9,2.55e-04,0.5597,fp8_tensorwise,250M,80,24,1920,265450496
763,4.1268,,61.98,,281120,6993.7,6993.7,1500119040,5189.0,5163.9,2.55e-04,0.5372,fp8_tensorwise,250M,80,24,1920,265450496
764,4.0999,,60.33,,290529,6767.3,6767.3,1502085120,5195.8,5170.6,2.55e-04,0.6437,fp8_tensorwise,250M,80,24,1920,265450496
765,4.1397,,62.79,,291373,6747.6,6747.6,1504051200,5202.5,5177.4,2.55e-04,0.6049,fp8_tensorwise,250M,80,24,1920,265450496
766,4.0948,,60.03,,291425,6746.4,6746.4,1506017280,5209.3,5184.1,2.55e-04,0.6190,fp8_tensorwise,250M,80,24,1920,265450496
767,4.1348,,62.48,,290759,6761.9,6761.9,1507983360,5216.1,5190.9,2.54e-04,0.6281,fp8_tensorwise,250M,80,24,1920,265450496
768,4.0939,,59.97,,291437,6746.2,6746.2,1509949440,5222.8,5197.7,2.54e-04,0.5851,fp8_tensorwise,250M,80,24,1920,265450496
769,4.1445,,63.08,,291263,6750.2,6750.2,1511915520,5229.6,5204.4,2.54e-04,0.5973,fp8_tensorwise,250M,80,24,1920,265450496
770,4.0951,,60.04,,291073,6754.6,6754.6,1513881600,5236.3,5211.2,2.54e-04,0.6561,fp8_tensorwise,250M,80,24,1920,265450496
771,4.1555,,63.78,,292011,6732.9,6732.9,1515847680,5243.0,5217.9,2.54e-04,0.8486,fp8_tensorwise,250M,80,24,1920,265450496
772,4.1489,,63.37,,291214,6751.3,6751.3,1517813760,5249.8,5224.6,2.54e-04,0.8753,fp8_tensorwise,250M,80,24,1920,265450496
773,4.1611,,64.14,,291819,6737.3,6737.3,1519779840,5256.5,5231.4,2.54e-04,0.7763,fp8_tensorwise,250M,80,24,1920,265450496
774,4.1220,,61.68,,291924,6734.9,6734.9,1521745920,5263.3,5238.1,2.54e-04,0.6706,fp8_tensorwise,250M,80,24,1920,265450496
775,4.1021,,60.47,,291714,6739.7,6739.7,1523712000,5270.0,5244.9,2.53e-04,0.5274,fp8_tensorwise,250M,80,24,1920,265450496
776,4.1003,,60.36,,291810,6737.5,6737.5,1525678080,5276.7,5251.6,2.53e-04,0.4360,fp8_tensorwise,250M,80,24,1920,265450496
777,4.0728,,58.72,,291520,6744.2,6744.2,1527644160,5283.5,5258.3,2.53e-04,0.4539,fp8_tensorwise,250M,80,24,1920,265450496
778,4.0680,,58.44,,290873,6759.2,6759.2,1529610240,5290.2,5265.1,2.53e-04,0.3759,fp8_tensorwise,250M,80,24,1920,265450496
779,4.0367,,56.64,,291850,6736.6,6736.6,1531576320,5297.0,5271.8,2.53e-04,0.3930,fp8_tensorwise,250M,80,24,1920,265450496
780,4.0549,,57.68,,291190,6751.9,6751.9,1533542400,5303.7,5278.6,2.53e-04,0.3562,fp8_tensorwise,250M,80,24,1920,265450496
781,4.1188,,61.49,,292221,6728.1,6728.1,1535508480,5310.5,5285.3,2.53e-04,0.3509,fp8_tensorwise,250M,80,24,1920,265450496
782,4.0702,,58.57,,291641,6741.4,6741.4,1537474560,5317.2,5292.1,2.53e-04,0.3561,fp8_tensorwise,250M,80,24,1920,265450496
783,4.0733,,58.75,,290710,6763.0,6763.0,1539440640,5324.0,5298.8,2.53e-04,0.3410,fp8_tensorwise,250M,80,24,1920,265450496
784,4.0696,,58.54,,291012,6756.0,6756.0,1541406720,5330.7,5305.6,2.52e-04,0.3506,fp8_tensorwise,250M,80,24,1920,265450496
785,4.0498,,57.38,,291090,6754.2,6754.2,1543372800,5337.5,5312.3,2.52e-04,0.4139,fp8_tensorwise,250M,80,24,1920,265450496
786,4.0666,,58.36,,290591,6765.8,6765.8,1545338880,5344.2,5319.1,2.52e-04,0.4994,fp8_tensorwise,250M,80,24,1920,265450496
787,4.0420,,56.94,,290433,6769.5,6769.5,1547304960,5351.0,5325.9,2.52e-04,0.5487,fp8_tensorwise,250M,80,24,1920,265450496
788,4.0469,,57.22,,290852,6759.7,6759.7,1549271040,5357.8,5332.6,2.52e-04,0.5258,fp8_tensorwise,250M,80,24,1920,265450496
789,4.1031,,60.53,,291532,6744.0,6744.0,1551237120,5364.5,5339.4,2.52e-04,0.5124,fp8_tensorwise,250M,80,24,1920,265450496
790,4.0396,,56.81,,291459,6745.7,6745.7,1553203200,5371.3,5346.1,2.52e-04,0.5114,fp8_tensorwise,250M,80,24,1920,265450496
791,4.0161,,55.48,,291596,6742.5,6742.5,1555169280,5378.0,5352.9,2.52e-04,0.5328,fp8_tensorwise,250M,80,24,1920,265450496
792,4.0627,,58.13,,291388,6747.3,6747.3,1557135360,5384.7,5359.6,2.51e-04,0.5920,fp8_tensorwise,250M,80,24,1920,265450496
793,4.0511,,57.46,,290958,6757.3,6757.3,1559101440,5391.5,5366.4,2.51e-04,0.7227,fp8_tensorwise,250M,80,24,1920,265450496
794,4.0743,,58.81,,291160,6752.6,6752.6,1561067520,5398.3,5373.1,2.51e-04,0.8622,fp8_tensorwise,250M,80,24,1920,265450496
795,4.0822,,59.28,,291247,6750.6,6750.6,1563033600,5405.0,5379.9,2.51e-04,0.8708,fp8_tensorwise,250M,80,24,1920,265450496
796,4.0521,,57.52,,292181,6729.0,6729.0,1564999680,5411.7,5386.6,2.51e-04,0.9393,fp8_tensorwise,250M,80,24,1920,265450496
797,4.0159,,55.48,,291622,6741.9,6741.9,1566965760,5418.5,5393.3,2.51e-04,1.0429,fp8_tensorwise,250M,80,24,1920,265450496
798,3.9816,,53.60,,291713,6739.8,6739.8,1568931840,5425.2,5400.1,2.51e-04,0.8122,fp8_tensorwise,250M,80,24,1920,265450496
799,4.0616,,58.07,,291307,6749.2,6749.2,1570897920,5432.0,5406.8,2.51e-04,0.6341,fp8_tensorwise,250M,80,24,1920,265450496
800,4.0310,4.1361,56.32,62.56,292143,6729.8,6729.8,1572864000,5438.7,5413.5,2.50e-04,0.5598,fp8_tensorwise,250M,80,24,1920,265450496
801,4.0331,,56.44,,291670,6740.8,6740.8,1574830080,5452.0,5420.3,2.50e-04,0.4777,fp8_tensorwise,250M,80,24,1920,265450496
802,3.9848,,53.77,,290952,6757.4,6757.4,1576796160,5458.7,5427.0,2.50e-04,0.4142,fp8_tensorwise,250M,80,24,1920,265450496
803,3.9638,,52.66,,291461,6745.6,6745.6,1578762240,5465.5,5433.8,2.50e-04,0.4036,fp8_tensorwise,250M,80,24,1920,265450496
804,3.9583,,52.37,,291459,6745.6,6745.6,1580728320,5472.2,5440.5,2.50e-04,0.3836,fp8_tensorwise,250M,80,24,1920,265450496
805,3.9590,,52.41,,290508,6767.7,6767.7,1582694400,5479.0,5447.3,2.50e-04,0.3650,fp8_tensorwise,250M,80,24,1920,265450496
806,3.9683,,52.89,,290771,6761.6,6761.6,1584660480,5485.7,5454.1,2.50e-04,0.3475,fp8_tensorwise,250M,80,24,1920,265450496
807,4.0354,,56.56,,290960,6757.2,6757.2,1586626560,5492.5,5460.8,2.50e-04,0.3053,fp8_tensorwise,250M,80,24,1920,265450496
808,3.9922,,54.18,,291248,6750.5,6750.5,1588592640,5499.2,5467.6,2.49e-04,0.3087,fp8_tensorwise,250M,80,24,1920,265450496
809,3.9848,,53.77,,290762,6761.8,6761.8,1590558720,5506.0,5474.3,2.49e-04,0.2914,fp8_tensorwise,250M,80,24,1920,265450496
810,3.9953,,54.34,,290433,6769.5,6769.5,1592524800,5512.8,5481.1,2.49e-04,0.3054,fp8_tensorwise,250M,80,24,1920,265450496
811,3.9660,,52.77,,291117,6753.6,6753.6,1594490880,5519.5,5487.9,2.49e-04,0.3362,fp8_tensorwise,250M,80,24,1920,265450496
812,3.9469,,51.77,,291698,6740.1,6740.1,1596456960,5526.3,5494.6,2.49e-04,0.4136,fp8_tensorwise,250M,80,24,1920,265450496
813,3.9792,,53.47,,290885,6759.0,6759.0,1598423040,5533.0,5501.4,2.49e-04,0.5016,fp8_tensorwise,250M,80,24,1920,265450496
814,3.9365,,51.24,,280020,7021.2,7021.2,1600389120,5540.1,5508.4,2.49e-04,0.5679,fp8_tensorwise,250M,80,24,1920,265450496
815,3.9668,,52.82,,291027,6755.7,6755.7,1602355200,5546.8,5515.1,2.49e-04,0.5876,fp8_tensorwise,250M,80,24,1920,265450496
816,4.0434,,57.02,,291864,6736.3,6736.3,1604321280,5553.5,5521.9,2.48e-04,0.6800,fp8_tensorwise,250M,80,24,1920,265450496
817,4.0195,,55.68,,291918,6735.0,6735.0,1606287360,5560.3,5528.6,2.48e-04,0.6844,fp8_tensorwise,250M,80,24,1920,265450496
818,4.0690,,58.50,,291657,6741.1,6741.1,1608253440,5567.0,5535.3,2.48e-04,0.6650,fp8_tensorwise,250M,80,24,1920,265450496
819,4.0179,,55.59,,290899,6758.6,6758.6,1610219520,5573.8,5542.1,2.48e-04,0.9184,fp8_tensorwise,250M,80,24,1920,265450496
820,4.0319,,56.37,,291743,6739.1,6739.1,1612185600,5580.5,5548.8,2.48e-04,0.8906,fp8_tensorwise,250M,80,24,1920,265450496
821,3.9999,,54.59,,291773,6738.4,6738.4,1614151680,5587.3,5555.6,2.48e-04,0.7360,fp8_tensorwise,250M,80,24,1920,265450496
822,4.0060,,54.93,,292017,6732.8,6732.8,1616117760,5594.0,5562.3,2.48e-04,0.7278,fp8_tensorwise,250M,80,24,1920,265450496
823,4.0439,,57.05,,291754,6738.8,6738.8,1618083840,5600.7,5569.1,2.48e-04,0.7212,fp8_tensorwise,250M,80,24,1920,265450496
824,4.0096,,55.13,,291316,6749.0,6749.0,1620049920,5607.5,5575.8,2.47e-04,0.6236,fp8_tensorwise,250M,80,24,1920,265450496
825,3.9849,,53.78,,290898,6758.7,6758.7,1622016000,5614.2,5582.6,2.47e-04,0.5873,fp8_tensorwise,250M,80,24,1920,265450496
826,4.0259,,56.03,,291582,6742.8,6742.8,1623982080,5621.0,5589.3,2.47e-04,0.5771,fp8_tensorwise,250M,80,24,1920,265450496
827,3.9772,,53.37,,291248,6750.5,6750.5,1625948160,5627.7,5596.1,2.47e-04,0.5232,fp8_tensorwise,250M,80,24,1920,265450496
828,3.9528,,52.08,,291204,6751.6,6751.6,1627914240,5634.5,5602.8,2.47e-04,0.5118,fp8_tensorwise,250M,80,24,1920,265450496
829,4.0008,,54.64,,292143,6729.9,6729.9,1629880320,5641.2,5609.5,2.47e-04,0.4393,fp8_tensorwise,250M,80,24,1920,265450496
830,4.0325,,56.40,,291659,6741.0,6741.0,1631846400,5648.0,5616.3,2.47e-04,0.4080,fp8_tensorwise,250M,80,24,1920,265450496
831,3.9469,,51.78,,291774,6738.4,6738.4,1633812480,5654.7,5623.0,2.47e-04,0.3949,fp8_tensorwise,250M,80,24,1920,265450496
832,3.9305,,50.93,,291420,6746.5,6746.5,1635778560,5661.4,5629.8,2.46e-04,0.3596,fp8_tensorwise,250M,80,24,1920,265450496
833,3.9050,,49.65,,291063,6754.8,6754.8,1637744640,5668.2,5636.5,2.46e-04,0.3666,fp8_tensorwise,250M,80,24,1920,265450496
834,3.9351,,51.17,,291419,6746.6,6746.6,1639710720,5674.9,5643.3,2.46e-04,0.3680,fp8_tensorwise,250M,80,24,1920,265450496
835,3.9596,,52.43,,291666,6740.9,6740.9,1641676800,5681.7,5650.0,2.46e-04,0.4033,fp8_tensorwise,250M,80,24,1920,265450496
836,3.9192,,50.36,,292030,6732.5,6732.5,1643642880,5688.4,5656.7,2.46e-04,0.4671,fp8_tensorwise,250M,80,24,1920,265450496
837,3.9335,,51.08,,291854,6736.5,6736.5,1645608960,5695.1,5663.5,2.46e-04,0.5395,fp8_tensorwise,250M,80,24,1920,265450496
838,3.9794,,53.48,,292051,6732.0,6732.0,1647575040,5701.9,5670.2,2.46e-04,0.6129,fp8_tensorwise,250M,80,24,1920,265450496
839,3.8944,,49.13,,291811,6737.5,6737.5,1649541120,5708.6,5676.9,2.45e-04,0.5734,fp8_tensorwise,250M,80,24,1920,265450496
840,3.9161,,50.20,,291630,6741.7,6741.7,1651507200,5715.4,5683.7,2.45e-04,0.4834,fp8_tensorwise,250M,80,24,1920,265450496
841,3.8975,,49.28,,291121,6753.5,6753.5,1653473280,5722.1,5690.4,2.45e-04,0.5253,fp8_tensorwise,250M,80,24,1920,265450496
842,3.9248,,50.65,,291309,6749.1,6749.1,1655439360,5728.9,5697.2,2.45e-04,0.6033,fp8_tensorwise,250M,80,24,1920,265450496
843,3.9025,,49.52,,290853,6759.7,6759.7,1657405440,5735.6,5703.9,2.45e-04,0.6032,fp8_tensorwise,250M,80,24,1920,265450496
844,3.8585,,47.39,,291277,6749.9,6749.9,1659371520,5742.4,5710.7,2.45e-04,0.5426,fp8_tensorwise,250M,80,24,1920,265450496
845,3.9121,,50.00,,291237,6750.8,6750.8,1661337600,5749.1,5717.4,2.45e-04,0.5406,fp8_tensorwise,250M,80,24,1920,265450496
846,3.9233,,50.57,,291050,6755.1,6755.1,1663303680,5755.9,5724.2,2.45e-04,0.5572,fp8_tensorwise,250M,80,24,1920,265450496
847,3.9069,,49.75,,291236,6750.8,6750.8,1665269760,5762.6,5731.0,2.44e-04,0.5274,fp8_tensorwise,250M,80,24,1920,265450496
848,3.8152,,45.39,,291767,6738.5,6738.5,1667235840,5769.4,5737.7,2.44e-04,0.5224,fp8_tensorwise,250M,80,24,1920,265450496
849,3.8758,,48.22,,291716,6739.7,6739.7,1669201920,5776.1,5744.4,2.44e-04,0.5245,fp8_tensorwise,250M,80,24,1920,265450496
850,3.9029,,49.55,,291807,6737.6,6737.6,1671168000,5782.8,5751.2,2.44e-04,0.4913,fp8_tensorwise,250M,80,24,1920,265450496
851,3.8218,,45.68,,291552,6743.5,6743.5,1673134080,5789.6,5757.9,2.44e-04,0.4833,fp8_tensorwise,250M,80,24,1920,265450496
852,3.9245,,50.63,,291422,6746.5,6746.5,1675100160,5796.3,5764.7,2.44e-04,0.5626,fp8_tensorwise,250M,80,24,1920,265450496
853,3.8245,,45.81,,291528,6744.1,6744.1,1677066240,5803.1,5771.4,2.44e-04,0.5527,fp8_tensorwise,250M,80,24,1920,265450496
854,3.8830,,48.57,,290848,6759.8,6759.8,1679032320,5809.8,5778.2,2.44e-04,0.6309,fp8_tensorwise,250M,80,24,1920,265450496
855,3.8675,,47.82,,290924,6758.1,6758.1,1680998400,5816.6,5784.9,2.43e-04,0.7120,fp8_tensorwise,250M,80,24,1920,265450496
856,3.8880,,48.81,,290778,6761.4,6761.4,1682964480,5823.4,5791.7,2.43e-04,0.7153,fp8_tensorwise,250M,80,24,1920,265450496
857,3.8314,,46.13,,291302,6749.3,6749.3,1684930560,5830.1,5798.4,2.43e-04,0.8184,fp8_tensorwise,250M,80,24,1920,265450496
858,3.9409,,51.46,,291714,6739.8,6739.8,1686896640,5836.8,5805.2,2.43e-04,0.7427,fp8_tensorwise,250M,80,24,1920,265450496
859,3.8698,,47.93,,291952,6734.3,6734.3,1688862720,5843.6,5811.9,2.43e-04,0.6456,fp8_tensorwise,250M,80,24,1920,265450496
860,3.8695,,47.92,,291854,6736.5,6736.5,1690828800,5850.3,5818.6,2.43e-04,0.5785,fp8_tensorwise,250M,80,24,1920,265450496
861,3.8543,,47.19,,291809,6737.5,6737.5,1692794880,5857.1,5825.4,2.43e-04,0.5786,fp8_tensorwise,250M,80,24,1920,265450496
862,3.8559,,47.27,,291671,6740.7,6740.7,1694760960,5863.8,5832.1,2.42e-04,0.5752,fp8_tensorwise,250M,80,24,1920,265450496
863,3.9066,,49.73,,290358,6771.2,6771.2,1696727040,5870.6,5838.9,2.42e-04,0.5095,fp8_tensorwise,250M,80,24,1920,265450496
864,3.8785,,48.35,,291115,6753.6,6753.6,1698693120,5877.3,5845.6,2.42e-04,0.4530,fp8_tensorwise,250M,80,24,1920,265450496
865,3.8424,,46.64,,281757,6977.9,6977.9,1700659200,5884.3,5852.6,2.42e-04,0.4009,fp8_tensorwise,250M,80,24,1920,265450496
866,3.9102,,49.91,,290887,6758.9,6758.9,1702625280,5891.1,5859.4,2.42e-04,0.4128,fp8_tensorwise,250M,80,24,1920,265450496
867,3.9157,,50.19,,290825,6760.3,6760.3,1704591360,5897.8,5866.1,2.42e-04,0.4386,fp8_tensorwise,250M,80,24,1920,265450496
868,3.8425,,46.64,,290877,6759.1,6759.1,1706557440,5904.6,5872.9,2.42e-04,0.4946,fp8_tensorwise,250M,80,24,1920,265450496
869,3.9063,,49.72,,291113,6753.7,6753.7,1708523520,5911.3,5879.7,2.42e-04,0.4755,fp8_tensorwise,250M,80,24,1920,265450496
870,3.9382,,51.33,,290840,6760.0,6760.0,1710489600,5918.1,5886.4,2.41e-04,0.5574,fp8_tensorwise,250M,80,24,1920,265450496
871,3.9232,,50.56,,291474,6745.3,6745.3,1712455680,5924.8,5893.2,2.41e-04,0.6152,fp8_tensorwise,250M,80,24,1920,265450496
872,3.9049,,49.65,,292105,6730.7,6730.7,1714421760,5931.6,5899.9,2.41e-04,0.5688,fp8_tensorwise,250M,80,24,1920,265450496
873,3.8282,,45.98,,292027,6732.5,6732.5,1716387840,5938.3,5906.6,2.41e-04,0.5834,fp8_tensorwise,250M,80,24,1920,265450496
874,3.8298,,46.05,,292313,6725.9,6725.9,1718353920,5945.0,5913.4,2.41e-04,0.5740,fp8_tensorwise,250M,80,24,1920,265450496
875,3.8967,,49.24,,292040,6732.2,6732.2,1720320000,5951.8,5920.1,2.41e-04,0.5455,fp8_tensorwise,250M,80,24,1920,265450496
876,3.8394,,46.50,,292270,6726.9,6726.9,1722286080,5958.5,5926.8,2.41e-04,0.4997,fp8_tensorwise,250M,80,24,1920,265450496
877,3.8490,,46.95,,292125,6730.3,6730.3,1724252160,5965.2,5933.5,2.41e-04,0.5226,fp8_tensorwise,250M,80,24,1920,265450496
878,3.8281,,45.98,,290800,6760.9,6760.9,1726218240,5972.0,5940.3,2.40e-04,0.5266,fp8_tensorwise,250M,80,24,1920,265450496
879,3.8900,,48.91,,291286,6749.6,6749.6,1728184320,5978.7,5947.1,2.40e-04,0.5510,fp8_tensorwise,250M,80,24,1920,265450496
880,3.8542,,47.19,,290862,6759.5,6759.5,1730150400,5985.5,5953.8,2.40e-04,0.5813,fp8_tensorwise,250M,80,24,1920,265450496
881,3.8094,,45.12,,291179,6752.1,6752.1,1732116480,5992.2,5960.6,2.40e-04,0.6080,fp8_tensorwise,250M,80,24,1920,265450496
882,3.8219,,45.69,,291263,6750.2,6750.2,1734082560,5999.0,5967.3,2.40e-04,0.6020,fp8_tensorwise,250M,80,24,1920,265450496
883,3.8403,,46.54,,291500,6744.7,6744.7,1736048640,6005.7,5974.1,2.40e-04,0.5868,fp8_tensorwise,250M,80,24,1920,265450496
884,3.7751,,43.60,,291222,6751.1,6751.1,1738014720,6012.5,5980.8,2.40e-04,0.6331,fp8_tensorwise,250M,80,24,1920,265450496
885,3.8489,,46.94,,290690,6763.5,6763.5,1739980800,6019.2,5987.6,2.39e-04,0.6149,fp8_tensorwise,250M,80,24,1920,265450496
886,3.8242,,45.80,,291399,6747.0,6747.0,1741946880,6026.0,5994.3,2.39e-04,0.6550,fp8_tensorwise,250M,80,24,1920,265450496
887,3.8624,,47.58,,291591,6742.6,6742.6,1743912960,6032.7,6001.1,2.39e-04,0.5330,fp8_tensorwise,250M,80,24,1920,265450496
888,3.8115,,45.22,,291685,6740.4,6740.4,1745879040,6039.5,6007.8,2.39e-04,0.5229,fp8_tensorwise,250M,80,24,1920,265450496
889,3.8538,,47.17,,290512,6767.6,6767.6,1747845120,6046.2,6014.6,2.39e-04,0.4829,fp8_tensorwise,250M,80,24,1920,265450496
890,3.7612,,43.00,,290887,6758.9,6758.9,1749811200,6053.0,6021.3,2.39e-04,0.4533,fp8_tensorwise,250M,80,24,1920,265450496
891,3.7883,,44.18,,291102,6753.9,6753.9,1751777280,6059.8,6028.1,2.39e-04,0.4253,fp8_tensorwise,250M,80,24,1920,265450496
892,3.8048,,44.92,,291322,6748.8,6748.8,1753743360,6066.5,6034.8,2.39e-04,0.4078,fp8_tensorwise,250M,80,24,1920,265450496
893,3.7979,,44.61,,291565,6743.2,6743.2,1755709440,6073.3,6041.6,2.38e-04,0.3414,fp8_tensorwise,250M,80,24,1920,265450496
894,3.7824,,43.92,,290906,6758.5,6758.5,1757675520,6080.0,6048.3,2.38e-04,0.3525,fp8_tensorwise,250M,80,24,1920,265450496
895,3.7931,,44.39,,292247,6727.5,6727.5,1759641600,6086.7,6055.1,2.38e-04,0.3698,fp8_tensorwise,250M,80,24,1920,265450496
896,3.8542,,47.19,,291380,6747.5,6747.5,1761607680,6093.5,6061.8,2.38e-04,0.3795,fp8_tensorwise,250M,80,24,1920,265450496
897,3.7931,,44.39,,291119,6753.5,6753.5,1763573760,6100.2,6068.6,2.38e-04,0.4768,fp8_tensorwise,250M,80,24,1920,265450496
898,3.7357,,41.92,,291322,6748.8,6748.8,1765539840,6107.0,6075.3,2.38e-04,0.5467,fp8_tensorwise,250M,80,24,1920,265450496
899,3.8161,,45.43,,291038,6755.4,6755.4,1767505920,6113.7,6082.1,2.38e-04,0.4964,fp8_tensorwise,250M,80,24,1920,265450496
900,3.8017,,44.78,,291422,6746.5,6746.5,1769472000,6120.5,6088.8,2.37e-04,0.6428,fp8_tensorwise,250M,80,24,1920,265450496
901,3.8083,,45.07,,291269,6750.0,6750.0,1771438080,6127.2,6095.6,2.37e-04,0.8747,fp8_tensorwise,250M,80,24,1920,265450496
902,3.8227,,45.73,,290868,6759.4,6759.4,1773404160,6134.0,6102.3,2.37e-04,0.9656,fp8_tensorwise,250M,80,24,1920,265450496
903,3.8455,,46.78,,290820,6760.5,6760.5,1775370240,6140.8,6109.1,2.37e-04,0.9226,fp8_tensorwise,250M,80,24,1920,265450496
904,3.7940,,44.44,,291361,6747.9,6747.9,1777336320,6147.5,6115.8,2.37e-04,0.7822,fp8_tensorwise,250M,80,24,1920,265450496
905,3.7875,,44.15,,291680,6740.5,6740.5,1779302400,6154.2,6122.6,2.37e-04,0.6376,fp8_tensorwise,250M,80,24,1920,265450496
906,3.8016,,44.77,,291193,6751.8,6751.8,1781268480,6161.0,6129.3,2.37e-04,0.7320,fp8_tensorwise,250M,80,24,1920,265450496
907,3.8089,,45.10,,290758,6761.9,6761.9,1783234560,6167.8,6136.1,2.36e-04,0.6793,fp8_tensorwise,250M,80,24,1920,265450496
908,3.8108,,45.19,,290947,6757.5,6757.5,1785200640,6174.5,6142.8,2.36e-04,0.6465,fp8_tensorwise,250M,80,24,1920,265450496
909,3.7119,,40.93,,291138,6753.1,6753.1,1787166720,6181.3,6149.6,2.36e-04,0.6106,fp8_tensorwise,250M,80,24,1920,265450496
910,3.8024,,44.81,,291251,6750.5,6750.5,1789132800,6188.0,6156.3,2.36e-04,0.5448,fp8_tensorwise,250M,80,24,1920,265450496
911,3.7564,,42.79,,290695,6763.4,6763.4,1791098880,6194.8,6163.1,2.36e-04,0.4975,fp8_tensorwise,250M,80,24,1920,265450496
912,3.7361,,41.93,,290675,6763.8,6763.8,1793064960,6201.6,6169.9,2.36e-04,0.4373,fp8_tensorwise,250M,80,24,1920,265450496
913,3.7226,,41.37,,290950,6757.5,6757.5,1795031040,6208.3,6176.6,2.36e-04,0.4192,fp8_tensorwise,250M,80,24,1920,265450496
914,3.7427,,42.21,,291408,6746.8,6746.8,1796997120,6215.1,6183.4,2.36e-04,0.3731,fp8_tensorwise,250M,80,24,1920,265450496
915,3.7462,,42.36,,281067,6995.1,6995.1,1798963200,6222.1,6190.4,2.35e-04,0.3556,fp8_tensorwise,250M,80,24,1920,265450496
916,3.7189,,41.22,,292252,6727.3,6727.3,1800929280,6228.8,6197.1,2.35e-04,0.3453,fp8_tensorwise,250M,80,24,1920,265450496
917,3.7194,,41.24,,291575,6743.0,6743.0,1802895360,6235.5,6203.8,2.35e-04,0.3363,fp8_tensorwise,250M,80,24,1920,265450496
918,3.7797,,43.80,,290971,6757.0,6757.0,1804861440,6242.3,6210.6,2.35e-04,0.3189,fp8_tensorwise,250M,80,24,1920,265450496
919,3.7453,,42.32,,291587,6742.7,6742.7,1806827520,6249.0,6217.3,2.35e-04,0.3186,fp8_tensorwise,250M,80,24,1920,265450496
920,3.7512,,42.57,,292236,6727.7,6727.7,1808793600,6255.7,6224.1,2.35e-04,0.3192,fp8_tensorwise,250M,80,24,1920,265450496
921,3.7428,,42.22,,292161,6729.4,6729.4,1810759680,6262.5,6230.8,2.35e-04,0.3438,fp8_tensorwise,250M,80,24,1920,265450496
922,3.7846,,44.02,,291117,6753.6,6753.6,1812725760,6269.2,6237.6,2.34e-04,0.3825,fp8_tensorwise,250M,80,24,1920,265450496
923,3.7310,,41.72,,292258,6727.2,6727.2,1814691840,6276.0,6244.3,2.34e-04,0.4620,fp8_tensorwise,250M,80,24,1920,265450496
924,3.7403,,42.11,,291491,6744.9,6744.9,1816657920,6282.7,6251.0,2.34e-04,0.4820,fp8_tensorwise,250M,80,24,1920,265450496
925,3.7251,,41.47,,291963,6734.0,6734.0,1818624000,6289.4,6257.8,2.34e-04,0.4583,fp8_tensorwise,250M,80,24,1920,265450496
926,3.7348,,41.88,,291659,6741.0,6741.0,1820590080,6296.2,6264.5,2.34e-04,0.4875,fp8_tensorwise,250M,80,24,1920,265450496
927,3.7473,,42.41,,291716,6739.7,6739.7,1822556160,6302.9,6271.2,2.34e-04,0.6046,fp8_tensorwise,250M,80,24,1920,265450496
928,3.7710,,43.42,,292137,6730.0,6730.0,1824522240,6309.6,6278.0,2.34e-04,0.7264,fp8_tensorwise,250M,80,24,1920,265450496
929,3.8018,,44.78,,292155,6729.6,6729.6,1826488320,6316.4,6284.7,2.33e-04,0.7443,fp8_tensorwise,250M,80,24,1920,265450496
930,3.7286,,41.62,,291403,6746.9,6746.9,1828454400,6323.1,6291.4,2.33e-04,0.7042,fp8_tensorwise,250M,80,24,1920,265450496
931,3.7082,,40.78,,291086,6754.3,6754.3,1830420480,6329.9,6298.2,2.33e-04,0.6400,fp8_tensorwise,250M,80,24,1920,265450496
932,3.7819,,43.90,,291203,6751.6,6751.6,1832386560,6336.6,6305.0,2.33e-04,0.6123,fp8_tensorwise,250M,80,24,1920,265450496
933,3.7233,,41.40,,290834,6760.1,6760.1,1834352640,6343.4,6311.7,2.33e-04,0.5908,fp8_tensorwise,250M,80,24,1920,265450496
934,3.6972,,40.33,,290821,6760.4,6760.4,1836318720,6350.2,6318.5,2.33e-04,0.5476,fp8_tensorwise,250M,80,24,1920,265450496
935,3.7262,,41.52,,290707,6763.1,6763.1,1838284800,6356.9,6325.2,2.33e-04,0.5908,fp8_tensorwise,250M,80,24,1920,265450496
936,3.7074,,40.75,,290674,6763.9,6763.9,1840250880,6363.7,6332.0,2.32e-04,0.5079,fp8_tensorwise,250M,80,24,1920,265450496
937,3.6542,,38.64,,290547,6766.8,6766.8,1842216960,6370.4,6338.8,2.32e-04,0.4278,fp8_tensorwise,250M,80,24,1920,265450496
938,3.6943,,40.22,,290715,6762.9,6762.9,1844183040,6377.2,6345.5,2.32e-04,0.3746,fp8_tensorwise,250M,80,24,1920,265450496
939,3.7035,,40.59,,290824,6760.4,6760.4,1846149120,6384.0,6352.3,2.32e-04,0.4027,fp8_tensorwise,250M,80,24,1920,265450496
940,3.7705,,43.40,,290656,6764.3,6764.3,1848115200,6390.7,6359.1,2.32e-04,0.4362,fp8_tensorwise,250M,80,24,1920,265450496
