step,train_loss,val_loss,perplexity,val_perplexity,tokens_per_sec,step_time_ms,train_time_ms,total_tokens,elapsed_time,train_time_total,lr,grad_norm,mode,model_size,batch_size,grad_accum,effective_batch,num_params
123,6.5042,,667.95,,80632,26212.1,26212.1,259964928,3166.8,3154.4,2.96e-04,0.8795,bf16,125M,48,43,2064,143248128
124,6.4473,,630.97,,81458,25946.3,25946.3,262078464,3192.7,3180.3,2.96e-04,0.6812,bf16,125M,48,43,2064,143248128
125,6.4076,,606.42,,80793,26160.0,26160.0,264192000,3218.9,3206.5,2.95e-04,0.5293,bf16,125M,48,43,2064,143248128
126,6.4236,,616.19,,80113,26382.1,26382.1,266305536,3245.3,3232.9,2.95e-04,0.7675,bf16,125M,48,43,2064,143248128
127,6.4179,,612.75,,81251,26012.5,26012.5,268419072,3271.3,3258.9,2.95e-04,1.1181,bf16,125M,48,43,2064,143248128
128,6.3372,,565.20,,81556,25915.2,25915.2,270532608,3297.2,3284.8,2.95e-04,1.3815,bf16,125M,48,43,2064,143248128
129,6.3080,,548.95,,80493,26257.5,26257.5,272646144,3323.5,3311.1,2.95e-04,0.4915,bf16,125M,48,43,2064,143248128
130,6.3225,,556.99,,80770,26167.3,26167.3,274759680,3349.6,3337.2,2.95e-04,0.6159,bf16,125M,48,43,2064,143248128
131,6.3133,,551.84,,81750,25853.7,25853.7,276873216,3375.5,3363.1,2.95e-04,1.3961,bf16,125M,48,43,2064,143248128
132,6.3538,,574.65,,80567,26233.1,26233.1,278986752,3401.7,3389.3,2.95e-04,0.6651,bf16,125M,48,43,2064,143248128
133,6.3403,,566.99,,80021,26412.2,26412.2,281100288,3428.1,3415.7,2.95e-04,0.5000,bf16,125M,48,43,2064,143248128
134,6.3065,,548.14,,81342,25983.3,25983.3,283213824,3454.1,3441.7,2.95e-04,0.6294,bf16,125M,48,43,2064,143248128
135,6.2515,,518.78,,81745,25855.3,25855.3,285327360,3480.0,3467.6,2.94e-04,1.2120,bf16,125M,48,43,2064,143248128
136,6.3056,,547.64,,80744,26175.6,26175.6,287440896,3506.2,3493.7,2.94e-04,1.8613,bf16,125M,48,43,2064,143248128
137,6.2998,,544.47,,79833,26474.5,26474.5,289554432,3532.6,3520.2,2.94e-04,0.3553,bf16,125M,48,43,2064,143248128
138,6.3116,,550.92,,80701,26189.7,26189.7,291667968,3558.8,3546.4,2.94e-04,1.5687,bf16,125M,48,43,2064,143248128
139,6.2956,,542.19,,81820,25831.5,25831.5,293781504,3584.7,3572.2,2.94e-04,1.0791,bf16,125M,48,43,2064,143248128
140,6.2211,,503.27,,80753,26173.0,26173.0,295895040,3610.8,3598.4,2.94e-04,0.9685,bf16,125M,48,43,2064,143248128
141,6.3589,,577.63,,79972,26428.4,26428.4,298008576,3637.3,3624.8,2.94e-04,2.8412,bf16,125M,48,43,2064,143248128
142,6.2194,,502.39,,80511,26251.4,26251.4,300122112,3663.5,3651.1,2.94e-04,1.1054,bf16,125M,48,43,2064,143248128
143,6.4614,,639.95,,81613,25897.0,25897.0,302235648,3689.4,3677.0,2.94e-04,4.1508,bf16,125M,48,43,2064,143248128
144,6.4282,,619.03,,80629,26213.1,26213.1,304349184,3715.6,3703.2,2.94e-04,3.7662,bf16,125M,48,43,2064,143248128
145,6.3382,,565.76,,80287,26324.7,26324.7,306462720,3741.9,3729.5,2.93e-04,1.2771,bf16,125M,48,43,2064,143248128
146,6.4497,,632.52,,81760,25850.6,25850.6,308576256,3767.8,3755.4,2.93e-04,5.1666,bf16,125M,48,43,2064,143248128
147,6.6134,,745.02,,81109,26058.0,26058.0,310689792,3793.8,3781.4,2.93e-04,4.2093,bf16,125M,48,43,2064,143248128
148,6.4946,,661.57,,80204,26352.0,26352.0,312803328,3820.2,3807.8,2.93e-04,2.7446,bf16,125M,48,43,2064,143248128
149,6.4201,,614.06,,80840,26144.8,26144.8,314916864,3846.3,3833.9,2.93e-04,1.4676,bf16,125M,48,43,2064,143248128
150,6.3730,,585.78,,81679,25876.3,25876.3,317030400,3872.2,3859.8,2.93e-04,1.3489,bf16,125M,48,43,2064,143248128
151,6.2953,,542.04,,80684,26195.2,26195.2,319143936,3898.4,3886.0,2.93e-04,1.1270,bf16,125M,48,43,2064,143248128
152,6.2852,,536.59,,80145,26371.4,26371.4,321257472,3924.8,3912.4,2.93e-04,1.4073,bf16,125M,48,43,2064,143248128
153,6.3376,,565.44,,81648,25886.1,25886.1,323371008,3950.7,3938.3,2.93e-04,1.0553,bf16,125M,48,43,2064,143248128
154,6.2436,,514.72,,81171,26038.2,26038.2,325484544,3976.7,3964.3,2.92e-04,0.6605,bf16,125M,48,43,2064,143248128
155,6.2412,,513.49,,80083,26391.7,26391.7,327598080,4003.1,3990.7,2.92e-04,1.0305,bf16,125M,48,43,2064,143248128
156,6.2845,,536.18,,80529,26245.6,26245.6,329711616,4029.4,4016.9,2.92e-04,2.2730,bf16,125M,48,43,2064,143248128
157,6.3473,,570.92,,81769,25847.7,25847.7,331825152,4055.2,4042.8,2.92e-04,0.9484,bf16,125M,48,43,2064,143248128
158,6.2330,,509.28,,80663,26202.0,26202.0,333938688,4081.4,4069.0,2.92e-04,1.0262,bf16,125M,48,43,2064,143248128
159,6.2210,,503.19,,80021,26412.1,26412.1,336052224,4107.8,4095.4,2.92e-04,1.0075,bf16,125M,48,43,2064,143248128
160,6.2781,,532.77,,81145,26046.3,26046.3,338165760,4133.9,4121.4,2.92e-04,0.7663,bf16,125M,48,43,2064,143248128
161,6.1991,,492.29,,81073,26069.7,26069.7,340279296,4159.9,4147.5,2.92e-04,0.6306,bf16,125M,48,43,2064,143248128
162,6.2273,,506.38,,80195,26355.0,26355.0,342392832,4186.3,4173.9,2.92e-04,0.7463,bf16,125M,48,43,2064,143248128
163,6.2303,,507.88,,80451,26271.3,26271.3,344506368,4212.6,4200.1,2.91e-04,1.6745,bf16,125M,48,43,2064,143248128
164,6.2144,,499.88,,81756,25851.8,25851.8,346619904,4238.4,4226.0,2.91e-04,0.5029,bf16,125M,48,43,2064,143248128
165,6.2137,,499.55,,80816,26152.5,26152.5,348733440,4264.6,4252.1,2.91e-04,0.7342,bf16,125M,48,43,2064,143248128
166,6.1751,,480.63,,80052,26402.0,26402.0,350846976,4291.0,4278.5,2.91e-04,0.4088,bf16,125M,48,43,2064,143248128
167,6.1807,,483.35,,80963,26104.8,26104.8,352960512,4317.1,4304.6,2.91e-04,0.4950,bf16,125M,48,43,2064,143248128
168,6.1881,,486.92,,81498,25933.7,25933.7,355074048,4343.0,4330.6,2.91e-04,0.5243,bf16,125M,48,43,2064,143248128
169,6.1797,,482.85,,80405,26286.3,26286.3,357187584,4369.3,4356.9,2.91e-04,0.6709,bf16,125M,48,43,2064,143248128
170,6.0935,,442.97,,80148,26370.3,26370.3,359301120,4395.7,4383.2,2.91e-04,0.3197,bf16,125M,48,43,2064,143248128
171,6.1600,,473.44,,81117,26055.3,26055.3,361414656,4421.7,4409.3,2.90e-04,0.3761,bf16,125M,48,43,2064,143248128
172,6.1536,,470.39,,81171,26038.0,26038.0,363528192,4447.8,4435.3,2.90e-04,0.5045,bf16,125M,48,43,2064,143248128
173,6.1691,,477.74,,80570,26232.3,26232.3,365641728,4474.0,4461.6,2.90e-04,0.6223,bf16,125M,48,43,2064,143248128
174,6.1729,,479.55,,80389,26291.3,26291.3,367755264,4500.3,4487.8,2.90e-04,0.5090,bf16,125M,48,43,2064,143248128
