step,train_loss,val_loss,perplexity,val_perplexity,tokens_per_sec,step_time_ms,train_time_ms,total_tokens,elapsed_time,train_time_total,lr,grad_norm,mode,model_size,batch_size,grad_accum,effective_batch,num_params
36,8.2979,,4015.49,,185652,10943.1,10943.1,73138176,419.4,419.4,1.32e-04,3.1102,fp8_tensorwise,350M,64,31,1984,417514496
37,8.1958,,3625.85,,185849,10931.6,10931.6,75169792,430.4,430.4,1.35e-04,3.2669,fp8_tensorwise,350M,64,31,1984,417514496
38,8.1473,,3454.19,,185858,10931.0,10931.0,77201408,441.3,441.3,1.39e-04,3.0319,fp8_tensorwise,350M,64,31,1984,417514496
39,8.0434,,3113.23,,185854,10931.3,10931.3,79233024,452.2,452.2,1.43e-04,3.0331,fp8_tensorwise,350M,64,31,1984,417514496
40,7.9527,,2843.15,,185592,10946.7,10946.7,81264640,463.2,463.2,1.46e-04,3.0486,fp8_tensorwise,350M,64,31,1984,417514496
41,7.9121,,2730.02,,185748,10937.5,10937.5,83296256,474.1,474.1,1.50e-04,2.9068,fp8_tensorwise,350M,64,31,1984,417514496
42,7.7962,,2431.26,,185490,10952.7,10952.7,85327872,485.1,485.1,1.54e-04,3.0332,fp8_tensorwise,350M,64,31,1984,417514496
43,7.6852,,2175.83,,185710,10939.7,10939.7,87359488,496.0,496.0,1.57e-04,3.0948,fp8_tensorwise,350M,64,31,1984,417514496
44,7.6604,,2122.68,,185592,10946.7,10946.7,89391104,507.0,507.0,1.61e-04,2.9702,fp8_tensorwise,350M,64,31,1984,417514496
45,7.6209,,2040.48,,185605,10945.9,10945.9,91422720,517.9,517.9,1.65e-04,2.7509,fp8_tensorwise,350M,64,31,1984,417514496
46,7.5799,,1958.45,,185651,10943.2,10943.2,93454336,528.8,528.8,1.68e-04,2.5949,fp8_tensorwise,350M,64,31,1984,417514496
47,7.4912,,1792.11,,185538,10949.9,10949.9,95485952,539.8,539.8,1.72e-04,2.6105,fp8_tensorwise,350M,64,31,1984,417514496
48,7.4626,,1741.72,,185667,10942.2,10942.2,97517568,550.7,550.7,1.76e-04,2.4852,fp8_tensorwise,350M,64,31,1984,417514496
49,7.4133,,1657.84,,185828,10932.8,10932.8,99549184,561.7,561.7,1.79e-04,2.4076,fp8_tensorwise,350M,64,31,1984,417514496
50,7.3780,,1600.40,,182137,11154.3,11154.3,101580800,572.8,572.8,1.83e-04,2.1246,fp8_tensorwise,350M,64,31,1984,417514496
51,7.3692,,1586.39,,186181,10912.1,10912.1,103612416,583.7,583.7,1.87e-04,2.1704,fp8_tensorwise,350M,64,31,1984,417514496
52,7.3758,,1596.91,,186051,10919.7,10919.7,105644032,594.7,594.7,1.90e-04,1.6469,fp8_tensorwise,350M,64,31,1984,417514496
53,7.2994,,1479.40,,186022,10921.4,10921.4,107675648,605.6,605.6,1.94e-04,1.6360,fp8_tensorwise,350M,64,31,1984,417514496
54,7.2644,,1428.48,,185727,10938.7,10938.7,109707264,616.5,616.5,1.98e-04,1.5271,fp8_tensorwise,350M,64,31,1984,417514496
55,7.4459,,1712.79,,185971,10924.4,10924.4,111738880,627.4,627.4,2.01e-04,3.4952,fp8_tensorwise,350M,64,31,1984,417514496
56,7.2807,,1452.04,,185882,10929.6,10929.6,113770496,638.4,638.4,2.05e-04,1.6224,fp8_tensorwise,350M,64,31,1984,417514496
57,7.3390,,1539.10,,185999,10922.7,10922.7,115802112,649.3,649.3,2.09e-04,0.8440,fp8_tensorwise,350M,64,31,1984,417514496
58,7.2758,,1444.92,,183504,11071.2,11071.2,117833728,660.4,660.4,2.12e-04,0.5926,fp8_tensorwise,350M,64,31,1984,417514496
59,7.1940,,1331.46,,185824,10933.0,10933.0,119865344,671.3,671.3,2.16e-04,0.6035,fp8_tensorwise,350M,64,31,1984,417514496
60,7.2181,,1363.90,,186030,10920.9,10920.9,121896960,682.2,682.2,2.20e-04,1.0826,fp8_tensorwise,350M,64,31,1984,417514496
61,7.2867,,1460.71,,182664,11122.1,11122.1,123928576,693.3,693.3,2.23e-04,6.1092,fp8_tensorwise,350M,64,31,1984,417514496
62,7.1654,,1293.94,,186069,10918.6,10918.6,125960192,704.3,704.3,2.27e-04,0.5884,fp8_tensorwise,350M,64,31,1984,417514496
63,7.1088,,1222.68,,185818,10933.4,10933.4,127991808,715.2,715.2,2.30e-04,1.2456,fp8_tensorwise,350M,64,31,1984,417514496
64,7.1800,,1312.93,,185541,10949.7,10949.7,130023424,726.1,726.1,2.34e-04,12.4374,fp8_tensorwise,350M,64,31,1984,417514496
65,7.0635,,1168.50,,185689,10940.9,10940.9,132055040,737.1,737.1,2.38e-04,0.9558,fp8_tensorwise,350M,64,31,1984,417514496
66,7.0825,,1190.90,,185660,10942.6,10942.6,134086656,748.0,748.0,2.41e-04,2.1707,fp8_tensorwise,350M,64,31,1984,417514496
67,7.0437,,1145.64,,185728,10938.7,10938.7,136118272,759.0,759.0,2.45e-04,1.4586,fp8_tensorwise,350M,64,31,1984,417514496
68,7.0924,,1202.77,,185875,10930.0,10930.0,138149888,769.9,769.9,2.49e-04,1.7750,fp8_tensorwise,350M,64,31,1984,417514496
69,7.0311,,1131.26,,185774,10936.0,10936.0,140181504,780.8,780.8,2.52e-04,1.6921,fp8_tensorwise,350M,64,31,1984,417514496
70,7.1133,,1228.18,,185641,10943.8,10943.8,142213120,791.8,791.8,2.56e-04,1.5603,fp8_tensorwise,350M,64,31,1984,417514496
71,7.0590,,1163.31,,185662,10942.6,10942.6,144244736,802.7,802.7,2.60e-04,1.7831,fp8_tensorwise,350M,64,31,1984,417514496
72,7.0260,,1125.52,,185686,10941.1,10941.1,146276352,813.7,813.7,2.63e-04,0.9782,fp8_tensorwise,350M,64,31,1984,417514496
73,7.0121,,1109.99,,185519,10951.0,10951.0,148307968,824.6,824.6,2.67e-04,1.3035,fp8_tensorwise,350M,64,31,1984,417514496
74,7.0306,,1130.71,,185472,10953.8,10953.8,150339584,835.6,835.6,2.71e-04,0.9109,fp8_tensorwise,350M,64,31,1984,417514496
75,7.1299,,1248.75,,185306,10963.6,10963.6,152371200,846.5,846.5,2.74e-04,2.7623,fp8_tensorwise,350M,64,31,1984,417514496
76,7.0680,,1173.83,,185647,10943.4,10943.4,154402816,857.5,857.5,2.78e-04,2.0700,fp8_tensorwise,350M,64,31,1984,417514496
77,7.0132,,1111.20,,185724,10938.9,10938.9,156434432,868.4,868.4,2.82e-04,0.9632,fp8_tensorwise,350M,64,31,1984,417514496
78,6.9847,,1079.96,,185510,10951.5,10951.5,158466048,879.4,879.4,2.85e-04,0.6471,fp8_tensorwise,350M,64,31,1984,417514496
79,7.0608,,1165.41,,185864,10930.7,10930.7,160497664,890.3,890.3,2.89e-04,1.2371,fp8_tensorwise,350M,64,31,1984,417514496
80,6.9252,,1017.58,,185567,10948.1,10948.1,162529280,901.2,901.2,2.93e-04,0.9796,fp8_tensorwise,350M,64,31,1984,417514496
81,6.9505,,1043.67,,185591,10946.7,10946.7,164560896,912.2,912.2,2.96e-04,1.1142,fp8_tensorwise,350M,64,31,1984,417514496
82,6.9858,,1081.22,,185714,10939.5,10939.5,166592512,923.1,923.1,3.00e-04,0.5062,fp8_tensorwise,350M,64,31,1984,417514496
83,6.9341,,1026.66,,185681,10941.4,10941.4,168624128,934.1,934.1,3.00e-04,0.5828,fp8_tensorwise,350M,64,31,1984,417514496
84,7.1475,,1270.87,,185564,10948.4,10948.4,170655744,945.0,945.0,3.00e-04,4.3322,fp8_tensorwise,350M,64,31,1984,417514496
85,7.0266,,1126.22,,185637,10944.0,10944.0,172687360,956.0,956.0,3.00e-04,0.8617,fp8_tensorwise,350M,64,31,1984,417514496
86,7.4612,,1739.29,,186029,10921.0,10921.0,174718976,966.9,966.9,3.00e-04,15.2691,fp8_tensorwise,350M,64,31,1984,417514496
87,7.1285,,1246.97,,185983,10923.7,10923.7,176750592,977.8,977.8,3.00e-04,1.4037,fp8_tensorwise,350M,64,31,1984,417514496
88,7.2028,,1343.18,,185780,10935.6,10935.6,178782208,988.7,988.7,3.00e-04,2.2939,fp8_tensorwise,350M,64,31,1984,417514496
89,6.9859,,1081.25,,185807,10934.0,10934.0,180813824,999.7,999.7,3.00e-04,1.3108,fp8_tensorwise,350M,64,31,1984,417514496
90,7.1008,,1212.98,,185531,10950.3,10950.3,182845440,1010.6,1010.6,3.00e-04,4.3073,fp8_tensorwise,350M,64,31,1984,417514496
91,7.0607,,1165.30,,185374,10959.5,10959.5,184877056,1021.6,1021.6,3.00e-04,3.8280,fp8_tensorwise,350M,64,31,1984,417514496
92,7.0282,,1127.99,,185498,10952.2,10952.2,186908672,1032.5,1032.5,3.00e-04,1.0446,fp8_tensorwise,350M,64,31,1984,417514496
93,7.0430,,1144.87,,185653,10943.1,10943.1,188940288,1043.5,1043.5,3.00e-04,1.8236,fp8_tensorwise,350M,64,31,1984,417514496
94,7.0539,,1157.40,,185362,10960.2,10960.2,190971904,1054.4,1054.4,3.00e-04,1.5235,fp8_tensorwise,350M,64,31,1984,417514496
95,6.9722,,1066.61,,185288,10964.6,10964.6,193003520,1065.4,1065.4,3.00e-04,0.4929,fp8_tensorwise,350M,64,31,1984,417514496
96,6.9798,,1074.74,,185673,10941.9,10941.9,195035136,1076.3,1076.3,3.00e-04,0.4679,fp8_tensorwise,350M,64,31,1984,417514496
97,6.9288,,1021.25,,185505,10951.8,10951.8,197066752,1087.3,1087.3,3.00e-04,0.7175,fp8_tensorwise,350M,64,31,1984,417514496
98,6.9266,,1019.02,,185446,10955.3,10955.3,199098368,1098.3,1098.3,3.00e-04,0.5241,fp8_tensorwise,350M,64,31,1984,417514496
99,6.9927,,1088.68,,181335,11203.6,11203.6,201129984,1109.5,1109.5,3.00e-04,0.5647,fp8_tensorwise,350M,64,31,1984,417514496
100,6.9014,,993.67,,185570,10948.0,10948.0,203161600,1120.4,1120.4,3.00e-04,0.3135,fp8_tensorwise,350M,64,31,1984,417514496
101,6.8716,,964.51,,185510,10951.5,10951.5,205193216,1131.4,1131.4,3.00e-04,0.4029,fp8_tensorwise,350M,64,31,1984,417514496
102,6.9655,,1059.42,,185521,10950.9,10950.9,207224832,1142.3,1142.3,3.00e-04,0.3457,fp8_tensorwise,350M,64,31,1984,417514496
103,6.9287,,1021.12,,185219,10968.7,10968.7,209256448,1153.3,1153.3,3.00e-04,0.3824,fp8_tensorwise,350M,64,31,1984,417514496
104,6.9131,,1005.32,,185324,10962.5,10962.5,211288064,1164.2,1164.2,3.00e-04,0.4698,fp8_tensorwise,350M,64,31,1984,417514496
105,6.8955,,987.85,,185173,10971.5,10971.5,213319680,1175.2,1175.2,3.00e-04,0.8067,fp8_tensorwise,350M,64,31,1984,417514496
106,6.9127,,1004.94,,185232,10967.9,10967.9,215351296,1186.2,1186.2,3.00e-04,2.3068,fp8_tensorwise,350M,64,31,1984,417514496
107,6.8205,,916.40,,185169,10971.7,10971.7,217382912,1197.2,1197.1,3.00e-04,0.5329,fp8_tensorwise,350M,64,31,1984,417514496
108,6.7956,,893.86,,184946,10984.9,10984.9,219414528,1208.1,1208.1,3.00e-04,0.6892,fp8_tensorwise,350M,64,31,1984,417514496
109,6.7624,,864.71,,185286,10964.8,10964.8,221446144,1219.1,1219.1,3.00e-04,1.1121,fp8_tensorwise,350M,64,31,1984,417514496
110,6.7466,,851.20,,185276,10965.3,10965.3,223477760,1230.1,1230.1,3.00e-04,0.7367,fp8_tensorwise,350M,64,31,1984,417514496
111,6.8080,,905.09,,185057,10978.3,10978.3,225509376,1241.0,1241.0,3.00e-04,2.0132,fp8_tensorwise,350M,64,31,1984,417514496
112,6.7894,,888.38,,185230,10968.1,10968.1,227540992,1252.0,1252.0,3.00e-04,0.8600,fp8_tensorwise,350M,64,31,1984,417514496
113,6.7474,,851.85,,185259,10966.4,10966.4,229572608,1263.0,1263.0,3.00e-04,0.6639,fp8_tensorwise,350M,64,31,1984,417514496
114,6.8235,,919.18,,185046,10979.0,10979.0,231604224,1274.0,1274.0,3.00e-04,0.8895,fp8_tensorwise,350M,64,31,1984,417514496
115,6.7356,,841.82,,185033,10979.8,10979.8,233635840,1284.9,1284.9,3.00e-04,0.7172,fp8_tensorwise,350M,64,31,1984,417514496
116,6.6566,,777.92,,184885,10988.5,10988.5,235667456,1295.9,1295.9,3.00e-04,0.7171,fp8_tensorwise,350M,64,31,1984,417514496
117,6.6193,,749.43,,184882,10988.7,10988.7,237699072,1306.9,1306.9,3.00e-04,0.5251,fp8_tensorwise,350M,64,31,1984,417514496
118,6.7183,,827.39,,185151,10972.8,10972.8,239730688,1317.9,1317.9,3.00e-04,0.4329,fp8_tensorwise,350M,64,31,1984,417514496
119,6.5942,,730.82,,185164,10972.0,10972.0,241762304,1328.9,1328.9,3.00e-04,0.6107,fp8_tensorwise,350M,64,31,1984,417514496
120,6.6895,,803.89,,184982,10982.8,10982.8,243793920,1339.8,1339.8,3.00e-04,0.5948,fp8_tensorwise,350M,64,31,1984,417514496
121,6.6935,,807.10,,184933,10985.7,10985.7,245825536,1350.8,1350.8,3.00e-04,0.9471,fp8_tensorwise,350M,64,31,1984,417514496
122,6.6311,,758.35,,185070,10977.6,10977.6,247857152,1361.8,1361.8,3.00e-04,1.1733,fp8_tensorwise,350M,64,31,1984,417514496
123,6.6284,,756.25,,184708,10999.0,10999.0,249888768,1372.8,1372.8,3.00e-04,0.6586,fp8_tensorwise,350M,64,31,1984,417514496
124,6.5925,,729.59,,184797,10993.8,10993.8,251920384,1383.8,1383.8,3.00e-04,0.4888,fp8_tensorwise,350M,64,31,1984,417514496
125,6.6149,,746.12,,184871,10989.4,10989.4,253952000,1394.8,1394.8,3.00e-04,0.3707,fp8_tensorwise,350M,64,31,1984,417514496
126,6.5414,,693.22,,184727,10997.9,10997.9,255983616,1405.8,1405.8,3.00e-04,0.3876,fp8_tensorwise,350M,64,31,1984,417514496
127,6.5506,,699.69,,184788,10994.3,10994.3,258015232,1416.8,1416.8,3.00e-04,0.4863,fp8_tensorwise,350M,64,31,1984,417514496
128,6.6143,,745.65,,184645,11002.8,11002.8,260046848,1427.8,1427.8,3.00e-04,0.7858,fp8_tensorwise,350M,64,31,1984,417514496
129,6.5326,,687.15,,184785,10994.5,10994.5,262078464,1438.8,1438.8,3.00e-04,1.7398,fp8_tensorwise,350M,64,31,1984,417514496
130,6.5416,,693.42,,184810,10993.0,10993.0,264110080,1449.8,1449.8,3.00e-04,1.4612,fp8_tensorwise,350M,64,31,1984,417514496
131,6.5197,,678.40,,184955,10984.4,10984.4,266141696,1460.8,1460.7,3.00e-04,1.0647,fp8_tensorwise,350M,64,31,1984,417514496
132,6.5047,,668.28,,185233,10967.9,10967.9,268173312,1471.7,1471.7,3.00e-04,0.9843,fp8_tensorwise,350M,64,31,1984,417514496
133,6.4479,,631.38,,185178,10971.2,10971.2,270204928,1482.7,1482.7,3.00e-04,0.8905,fp8_tensorwise,350M,64,31,1984,417514496
134,6.3512,,573.19,,185086,10976.6,10976.6,272236544,1493.7,1493.7,3.00e-04,0.5434,fp8_tensorwise,350M,64,31,1984,417514496
135,6.4027,,603.50,,185235,10967.8,10967.8,274268160,1504.6,1504.6,3.00e-04,0.6543,fp8_tensorwise,350M,64,31,1984,417514496
136,6.4290,,619.57,,184736,10997.4,10997.4,276299776,1515.6,1515.6,3.00e-04,1.2184,fp8_tensorwise,350M,64,31,1984,417514496
137,6.3962,,599.54,,185017,10980.7,10980.7,278331392,1526.6,1526.6,3.00e-04,0.7327,fp8_tensorwise,350M,64,31,1984,417514496
138,6.4129,,609.67,,184968,10983.6,10983.6,280363008,1537.6,1537.6,3.00e-04,0.5735,fp8_tensorwise,350M,64,31,1984,417514496
139,6.4061,,605.52,,185080,10977.0,10977.0,282394624,1548.6,1548.6,3.00e-04,0.6185,fp8_tensorwise,350M,64,31,1984,417514496
140,6.3080,,548.95,,182438,11135.9,11135.9,284426240,1559.7,1559.7,3.00e-04,0.6409,fp8_tensorwise,350M,64,31,1984,417514496
141,6.3474,,571.03,,184846,10990.9,10990.9,286457856,1570.7,1570.7,3.00e-04,0.7313,fp8_tensorwise,350M,64,31,1984,417514496
142,6.3209,,556.07,,184944,10985.0,10985.0,288489472,1581.7,1581.7,3.00e-04,0.6518,fp8_tensorwise,350M,64,31,1984,417514496
143,6.4052,,604.96,,184805,10993.3,10993.3,290521088,1592.7,1592.7,3.00e-04,0.7827,fp8_tensorwise,350M,64,31,1984,417514496
144,6.3702,,584.15,,184742,10997.1,10997.1,292552704,1603.7,1603.7,3.00e-04,0.6067,fp8_tensorwise,350M,64,31,1984,417514496
145,6.3057,,547.68,,184938,10985.4,10985.4,294584320,1614.7,1614.7,3.00e-04,0.6506,fp8_tensorwise,350M,64,31,1984,417514496
146,6.2601,,523.29,,184974,10983.3,10983.3,296615936,1625.6,1625.6,3.00e-04,0.3197,fp8_tensorwise,350M,64,31,1984,417514496
147,6.3191,,555.07,,184971,10983.4,10983.4,298647552,1636.6,1636.6,3.00e-04,0.8581,fp8_tensorwise,350M,64,31,1984,417514496
148,6.2729,,530.00,,181150,11215.1,11215.1,300679168,1647.8,1647.8,3.00e-04,1.3577,fp8_tensorwise,350M,64,31,1984,417514496
149,6.3544,,575.04,,184974,10983.3,10983.3,302710784,1658.8,1658.8,3.00e-04,0.8056,fp8_tensorwise,350M,64,31,1984,417514496
150,6.2649,,525.77,,184942,10985.1,10985.1,304742400,1669.8,1669.8,3.00e-04,0.9009,fp8_tensorwise,350M,64,31,1984,417514496
151,6.3636,,580.31,,185088,10976.5,10976.5,306774016,1680.8,1680.8,3.00e-04,1.1697,fp8_tensorwise,350M,64,31,1984,417514496
152,6.3383,,565.86,,185006,10981.3,10981.3,308805632,1691.8,1691.8,3.00e-04,1.7306,fp8_tensorwise,350M,64,31,1984,417514496
153,6.3700,,584.05,,184992,10982.2,10982.2,310837248,1702.8,1702.7,3.00e-04,0.9751,fp8_tensorwise,350M,64,31,1984,417514496
154,6.3119,,551.07,,184875,10989.1,10989.1,312868864,1713.7,1713.7,3.00e-04,0.9539,fp8_tensorwise,350M,64,31,1984,417514496
155,6.3349,,563.90,,184755,10996.3,10996.3,314900480,1724.7,1724.7,3.00e-04,1.3057,fp8_tensorwise,350M,64,31,1984,417514496
156,6.3387,,566.07,,184763,10995.8,10995.8,316932096,1735.7,1735.7,3.00e-04,0.9926,fp8_tensorwise,350M,64,31,1984,417514496
157,6.2337,,509.65,,182126,11155.0,11155.0,318963712,1746.9,1746.9,3.00e-04,0.7307,fp8_tensorwise,350M,64,31,1984,417514496
158,6.2200,,502.72,,184861,10990.0,10990.0,320995328,1757.9,1757.9,3.00e-04,1.4411,fp8_tensorwise,350M,64,31,1984,417514496
159,6.2800,,533.79,,184903,10987.5,10987.5,323026944,1768.9,1768.9,3.00e-04,0.8773,fp8_tensorwise,350M,64,31,1984,417514496
160,6.2197,,502.57,,185084,10976.7,10976.7,325058560,1779.8,1779.8,3.00e-04,0.7345,fp8_tensorwise,350M,64,31,1984,417514496
161,6.1932,,489.40,,185258,10966.4,10966.4,327090176,1790.8,1790.8,3.00e-04,1.2438,fp8_tensorwise,350M,64,31,1984,417514496
162,6.2399,,512.80,,185259,10966.3,10966.3,329121792,1801.8,1801.8,3.00e-04,1.0731,fp8_tensorwise,350M,64,31,1984,417514496
163,6.2323,,508.94,,184976,10983.1,10983.1,331153408,1812.8,1812.8,3.00e-04,0.7524,fp8_tensorwise,350M,64,31,1984,417514496
164,6.2651,,525.87,,185077,10977.1,10977.1,333185024,1823.7,1823.7,3.00e-04,0.3944,fp8_tensorwise,350M,64,31,1984,417514496
165,6.1254,,457.32,,184808,10993.1,10993.1,335216640,1834.7,1834.7,3.00e-04,0.6339,fp8_tensorwise,350M,64,31,1984,417514496
166,6.2137,,499.54,,184642,11003.0,11003.0,337248256,1845.7,1845.7,3.00e-04,0.4072,fp8_tensorwise,350M,64,31,1984,417514496
167,6.1698,,478.07,,184863,10989.8,10989.8,339279872,1856.7,1856.7,3.00e-04,0.4590,fp8_tensorwise,350M,64,31,1984,417514496
168,6.1966,,491.09,,184398,11017.6,11017.6,341311488,1867.7,1867.7,3.00e-04,0.5637,fp8_tensorwise,350M,64,31,1984,417514496
169,6.1698,,478.10,,184407,11017.0,11017.0,343343104,1878.8,1878.8,3.00e-04,0.9965,fp8_tensorwise,350M,64,31,1984,417514496
170,6.1958,,490.66,,184619,11004.4,11004.4,345374720,1889.8,1889.8,3.00e-04,2.7305,fp8_tensorwise,350M,64,31,1984,417514496
171,6.1645,,475.56,,184537,11009.2,11009.2,347406336,1900.8,1900.8,3.00e-04,0.9906,fp8_tensorwise,350M,64,31,1984,417514496
172,6.2726,,529.84,,184956,10984.3,10984.3,349437952,1911.8,1911.8,3.00e-04,2.4413,fp8_tensorwise,350M,64,31,1984,417514496
173,6.2060,,495.72,,184842,10991.1,10991.1,351469568,1922.7,1922.7,3.00e-04,1.8053,fp8_tensorwise,350M,64,31,1984,417514496
174,6.1757,,480.91,,184390,11018.1,11018.1,353501184,1933.8,1933.8,3.00e-04,1.3108,fp8_tensorwise,350M,64,31,1984,417514496
175,6.2045,,494.97,,184987,10982.5,10982.5,355532800,1944.8,1944.7,3.00e-04,1.1545,fp8_tensorwise,350M,64,31,1984,417514496
176,6.1583,,472.60,,184591,11006.1,11006.1,357564416,1955.8,1955.7,3.00e-04,1.7285,fp8_tensorwise,350M,64,31,1984,417514496
177,6.0880,,440.55,,184798,10993.7,10993.7,359596032,1966.8,1966.7,3.00e-04,0.8490,fp8_tensorwise,350M,64,31,1984,417514496
178,6.1421,,465.04,,184457,11014.1,11014.1,361627648,1977.8,1977.8,3.00e-04,1.3245,fp8_tensorwise,350M,64,31,1984,417514496
179,6.1427,,465.32,,184572,11007.2,11007.2,363659264,1988.8,1988.8,3.00e-04,0.9649,fp8_tensorwise,350M,64,31,1984,417514496
180,6.1652,,475.87,,184381,11018.6,11018.6,365690880,1999.8,1999.8,3.00e-04,1.4343,fp8_tensorwise,350M,64,31,1984,417514496
181,6.1315,,460.11,,184402,11017.3,11017.3,367722496,2010.8,2010.8,3.00e-04,0.5944,fp8_tensorwise,350M,64,31,1984,417514496
182,6.0795,,436.80,,184708,10999.0,10999.0,369754112,2021.8,2021.8,3.00e-04,0.8777,fp8_tensorwise,350M,64,31,1984,417514496
